PIDN,Ca,P,pH,SOC,Sand
6eUWsVzw,0.35545614593418096,-0.2899219936091635,1.3307039625656056,-0.2643688778647011,-1.6376582179019756
6gNyO7Do,0.051123754990908044,-0.359943258955604,-0.0290387745622116,0.6701563377834354,-1.071678171951124
6jT0AyHe,0.18417413295635443,-0.39877131111213604,0.6030045283200547,0.27137981398633926,-1.1309807566738819
6nBgCvWu,-0.6897074718180423,-0.35560069866030464,-0.6602882006152573,-0.5052379193096677,1.3067996352963682
6ro5mqg6,-0.3614762763262891,-0.26021473714379173,0.18643601970937418,-0.28726390219465614,0.2719264864078177
6sGqObX4,-0.5289388855271002,-0.28367883923444825,-0.6828153235055812,-0.5020723537639533,-1.0295626722020934
6uEGy0n4,2.1782900258859397,-0.2998818464177697,2.166358085976965,-0.7347120601019306,-0.9058626157279441
7BZ4LxP8,0.007781566505468351,-0.3256798340273912,-0.02930402031053525,-0.5055635381589418,-0.5532196332652752
7CmigXKi,-0.3745805877269279,-0.07256409622211724,-1.2778056585616628,-0.42554048223094654,1.2866848206461832
7Ga0LpfR,0.39296143014787477,0.6342935607515079,-0.95033420081724,2.4274289397023203,-0.9853145941553016
7PQsFvsG,-0.3468078005507098,-0.09207671871288259,-1.8347764219665965,1.3205435215519792,-0.22749486193670876
7aF7nnwn,-0.5258563824153728,-0.2864726332702725,-0.9065247263463494,-0.8270618522304467,1.3249175976428766
7asGzfX9,-0.2111215198782932,-0.16571626970405706,-0.4461704294294737,-0.32968011509941064,0.12904835723768926
7cg7C92o,-0.37230473497486427,0.152570597994532,0.1723807098182828,0.8246893353649902,0.27925890685046895
7eOxTpsB,-0.5082610989274374,0.02520165013968434,0.5504107188169041,-0.7540911148228879,1.3470725490648299
7ey0v7ma,-0.7217709136920578,-0.46108813936123116,-1.2694028801640957,-0.02776085220587632,-0.9926924311867147
7gocyrYl,-0.27948202331019756,-0.034226955179541996,-0.1872340814131963,0.7289371636740434,-0.15316658929500093
7gqR3GoA,-0.44673019180474993,-0.3668539312605157,-0.5404458635962488,-0.459242156597913,-0.6259699108795367
7og7aUXB,-0.09244319023393954,-0.05177978107192249,0.37180579414210335,-0.09645670590392186,-0.11371287582979406
7onRfa8F,0.04156683305980069,0.18624810061439856,1.1838081154262294,-0.23915436672298895,0.9543052673438233
7umkNuxM,-0.1998200521429001,-0.14586938963409413,0.12222950705584701,0.3736355318421083,-0.6438923595336696
7vPr9ExD,-0.16127508764650456,-0.4803304389791032,0.34089978975678825,-0.0031629486387210193,-0.9678149103323399
7zNjpCzu,-0.570424403909715,-0.3752059771061562,-0.3124684361071264,-0.17893473181660013,-0.9180894712583445
7ztsQNj3,-0.46018722629189623,-0.2308156166657449,-0.06698899809522807,-0.09198173215948557,-0.9624180945044323
86gppwMI,-0.498155359874477,-0.24496081946861015,-1.7403728298120473,-0.7825402422134466,1.1183611306022208
88thAGdL,-0.41411525880078015,-0.4257777945251968,-0.0988778488852109,-0.39669076174307705,0.03949725002562943
8GhU8STP,1.0235960885457414,0.09534373781455141,1.6264941428826045,0.2639106244811664,-0.5760767591164786
8NlzDcWe,-0.4285904994412024,-0.14826218336045205,-1.0980611113470946,-0.7803247089644465,0.686361996132046
8QAejdLW,-0.20603801160170887,-0.40122299913698445,0.04268726477401508,0.23960898697866284,-0.8898960785845595
8RDeFxWM,-0.30211396445968175,-0.26144381852125154,0.23135830108001976,-0.6871823316171977,1.0687558299217805
8UXP2NBS,-0.4438703703516924,-0.5408682606278257,-0.43121030551152906,-0.32997541186826496,0.41215004928328014
8ZoV3KGT,-0.35106283455290876,-0.581888656430487,-0.12004672338777489,-0.49311122784759576,-0.3673901129641486
8ajs2uG8,-0.4029670692261109,-0.3607442710893105,-0.6066029282442447,-0.4838593179195705,-0.9379815140987553
8bXnz62p,-0.3844877180471715,0.08612144147966827,0.20965915971872384,0.2537906051417558,0.879155862390899
8nO1O1LG,1.7666459934162728,0.3152799293800177,1.7415923348923865,1.3387743160189238,-0.846262410111553
8xE1p8g8,-0.4193008685478392,-0.21954886796927386,-0.35398904921091123,-0.13782478162586997,-0.30382992628706873
8yMDVMRM,-0.42880236919966164,-0.4280636605938293,-1.2056283617048553,-0.5973010153787364,-0.7789302715750814
98R5VaPi,0.5479835730857983,0.3541136343899103,2.163570307192897,-0.9315037826575754,1.5446645467950866
9DcTz2Ua,2.500050214816906,-0.3939159139011048,1.9250906959100416,0.556604629569545,-0.8994276616831094
9G7nfUrK,-0.2756615318684683,-0.02747222156747231,-0.5848969225742326,-0.5136389349439305,0.7659584510688937
9O6GZ1HT,-0.26862818302190616,0.37633720949336347,1.0333388266192127,-1.0836562379066272,0.010295370578528917
9S7fCoAM,-0.7012130573838706,-0.4551190121240092,-0.2710744702328771,-0.28867995929688917,0.734135016051038
9iQwmFJR,-0.3104982529593374,-0.08419966518456423,-0.4689757575463478,-0.4244079433395491,0.951168555468751
A3Mt6SAQ,1.1608965237893014,0.31905921003065085,2.263214623698998,-0.8816895718212727,0.6654269559991057
AJIsQIcV,-0.268542494740291,-0.14643763294704915,-0.9528699207992464,-0.2750327902898171,1.138728772837549
AMHKXMh8,1.9734115375186545,0.3246910009708932,2.136969021800253,-0.5342215433359634,-0.7092301696018417
ASwA2J4E,-0.2753126795386609,-0.08788304134966385,0.3713520792109488,-0.3900373230465739,0.5296049966319281
AaFvEoHq,-0.49880521732386596,-0.023197643646448718,0.11271524379729492,-0.862512066152096,1.0059210720957985
AiIPD6hX,-0.027544589316608192,-0.04173699199807235,-0.6668418558104054,0.3868259445704716,-0.13229542383682613
AsIURvJS,-0.31283405556398547,-0.3319834990009207,-0.5221125321177329,0.9795826705464314,-0.831930912970126
AsvgbJ0C,-0.21089911814299311,-0.006663168320550916,-0.42401226751782595,0.8605730486666907,-0.0015407634675916881
AxEhbkCM,-0.34147993102299123,-0.5096629479724237,-0.7896874604791879,-0.7200241080839369,-0.740788900755394
B7VPkIpx,-0.46349425035161884,-0.04811686759446676,0.49835611130514046,-0.8279995550368149,1.1884376443978049
BBwHqHiH,-0.02306366753230149,-0.729879222117483,0.533119613825404,-0.12937595731394325,-0.9350963749693797
BMyps8hr,-0.2256964012248548,-0.5138385381408392,-0.65690042436451,-0.33074694969430496,-0.8390282502915802
BUHS4dQw,0.3079734030971619,0.18737932873202734,0.2734891925053784,3.079990793851419,-0.7860662408327421
BZB3EYWQ,-0.24138139672952574,-0.05030559369085896,0.16646452955158786,-0.3795219407223449,0.6088542249311892
C5UPCZcL,3.5352239288441294,-0.3611922963412093,1.8350333727628207,0.823077611811339,-0.8072911618879921
C5gIfQbJ,-0.38359256420328647,-0.39675550191830045,-2.0405920845366996,1.3309104270726202,-0.8991205972113399
CDRuu4Pn,-0.32286634130734937,-0.23845883724723027,0.0018382006639807713,-0.6726749877273797,0.9510151719934008
CQhTYkqE,0.6056994146775421,-0.13764591678616345,0.722310145190006,0.71313276269181,-1.9955275645819093
CSEobMXv,-0.5924216756265426,-0.42105982440468726,-1.4133676650847224,0.40953436209717253,-0.43659329294310467
CYMQE4x0,-0.02728668923821287,0.6071132380936666,1.2788171900308338,-0.33192752215139265,0.8532681922323881
ChQdtl4J,-0.5384396429825986,-0.6202654812689383,-0.310608235555053,-0.5950738075701629,0.800843876791145
ChnD1nrN,-0.4020871815973126,-0.17648821045374863,-1.149444065318919,-0.8807586577844013,0.039816266502224806
CvtbbIcq,0.9962063063213233,-0.04145268176059691,1.6506457442837768,-0.2408984364968383,0.301310451354464
Cxk06b77,-0.2968657980444962,-0.05856070702909566,0.35940223114651637,-0.09154024661195947,0.3581474603344468
D3QD3ZEJ,-0.15606807733904615,-0.03961102050586707,0.6073938695187575,0.4175752113766684,-0.2055003710648471
D8J5C6lA,0.6506044629914638,0.27704563075233235,1.2323005383316126,-0.005599458433000137,-0.6479449705875204
DCeQwYfT,-0.22703595233808782,-0.1609651596884527,-0.49968276519259014,0.11290400191198202,-1.223896594819582
DDEftkx3,-0.5014272404932174,-0.25699156757334496,-0.8649841808533143,-0.7315976624793912,1.2692499790757203
DEwCfeDW,-0.7090671104223705,-0.1511755969352402,-0.4160954088302038,0.006436015359820857,0.7436414582232196
DMkIV4oL,-0.45335023198269964,-0.351450053314033,-0.6961335632102124,-0.628687444953659,0.2884218440506281
DnzGfbxS,-0.13553143559140635,-0.4584585419645686,-0.25192767729028454,-0.06586798101792013,-0.6888997510805162
DoZxo6f6,-0.34621684023015886,-0.41739786749828856,-0.15060586817300425,-0.7824991033852093,0.6656967464710242
DvhBPGIk,-0.4272921460168848,-0.30937763288081843,-0.35650227127577416,-0.33720167538952595,-0.39730777608038537
Dx7GoUcT,-0.7778710128813375,-0.4692432178656185,-0.7752847619801901,-0.6449799074010407,1.3760822433238324
E5hIjohO,0.5639306685389553,-0.5191593541251445,-0.13174543753781798,1.2622456507148563,-1.4356277721422153
E6x4XGHt,-0.4294497002373876,0.01647302241756332,-0.5880696020940537,-0.4089047081818826,1.5230005622056915
EDEpAzh1,-0.5013571676408222,-0.37305644411778704,-0.32568584633215103,-0.2599753871612229,-0.7445308184197934
ETGudkQt,-0.2550805108457328,-0.07280160931738866,-0.24906564151798882,-0.6634256195960297,0.8011451790327264
EUleKrLJ,1.783123477486765,-0.1261395929389204,1.941145145136245,0.379037011467215,-0.30359535271925964
Ehw2Jz6s,-0.3877822938128932,-0.238367767954764,-0.06949184790757279,-0.6165661416901749,-0.21198585407872272
EjqzC4zH,-0.580516939116865,-0.18439532518484558,0.047484331173320626,-0.8258023146739397,0.9931338942859433
EkMZO3Qj,-0.5184920244045546,-0.1923859137589483,-0.36638295579315816,-0.7489864961911117,1.0070727205933672
EnoNXWvU,-0.4707857129796369,0.3127907443137934,1.0472155957961444,-1.224766978709642,0.6395246946021125
Epv8ANwr,-0.2791812162058025,-0.13726911795335983,-0.1854452158584241,0.5119235080507387,-0.5078429984659074
Etro9j0B,-0.6012093429171048,-0.0391567296340094,0.39425804884284155,0.21244435270788742,-0.010435191132518895
F3MIZj76,-0.3828010578417209,-0.4053610566500305,-0.6587071536307736,-0.24875954977354198,-0.9220540703747879
FB8tU00K,-0.3685608829118112,-0.17593064008385628,-1.11997876300258,0.43875496427942196,-0.8210685911826836
FLhxBGMK,0.1796914193019572,-0.3693453504995654,0.7897205745571068,-0.30987202344234177,-1.1275990689391229
FRreR8ka,-0.47568972981564484,-0.5352785232928676,-0.6673661131046789,-0.3485403597654404,0.739730245738695
FXne4oAV,0.5294285317887213,0.026211413073474965,1.025431416726617,-0.2935512525239865,-0.8229838831768639
FaW764jk,-0.5263802637008896,-0.034245013325993945,0.3893731768532529,-0.3062598025865846,0.4239929895729624
FeAbMXly,-0.4396041271747211,-0.35168769353756435,-1.2849388557313137,-0.6428371346385866,0.6067343132560943
FeudaFXn,2.3609162848470757,-0.26523886237398475,2.243077024316092,-0.9785713290578606,-1.1977426606224135
FldUmFeM,1.2476036979242733,0.11514191113358319,1.924317772699835,-1.0750711048634294,0.6512494712789412
Fnv5tfAm,-0.42737481033138947,-0.3378871118332194,-0.34896559060895704,0.02217282099961082,-1.4345533709068157
FvrAd3Or,-0.48862212361921165,-0.013512775647790853,0.8615225581581694,-0.790849790426666,0.7925221039659327
G48zHffi,-0.2504298030352632,0.43675674792732533,1.715481922230067,-0.8630197566938769,0.9763007739928007
G76zCv5N,-0.3564182562212639,-0.3401144186066398,-0.4606554465758723,-0.3499491862060786,0.014641460122145844
G7JGUdNf,-0.10349470144403794,-0.5217773566894488,0.529149849595326,-0.1660027600776921,-0.9418666756499086
GCo6MONx,1.0544282282290394,0.1477484664107811,1.5773934516180201,0.40160383403296507,-0.5461493982898737
GE0vbpVQ,-0.20025281652026505,0.18987759793592485,0.10189714461965416,-0.40100267255214206,1.0248120019193543
GN0DfOqt,-0.2859876748261061,-0.12408037110369552,-0.4808484945274518,-0.5020219579449368,0.5392971741781984
GNsTAb1v,-0.46874608185946753,-0.39713477329521485,-0.6713394978958309,-0.3532229822288464,-0.8111807366806438
GPwmO21z,-0.30716002415913435,-0.3683372940170324,-0.4076088325150682,0.14601247246597993,-0.708554740729614
GQYpfLoh,0.562098463968209,0.055135878051919995,-0.2374343030133037,0.7780165087521418,-1.2042976792787563
GR9knT8n,-0.3255982288618955,-0.11126046743563567,-1.6885792722892052,1.2510001645038464,-0.2554653723599536
GXtFFbZy,-0.021540360147742188,-0.20298911587021795,0.4148818900534774,0.05779847405817051,-0.17405423103203432
GYvzvvFD,-0.5534750167407085,-0.47737622498905186,-1.322912340889859,-0.7784649841726896,0.22223333919343347
GemPjTJ9,-0.5713067093328621,-0.5824968066383684,-1.7653591985638446,-0.17585556729985186,-1.277204102945877
GkLYRm1K,2.4978937389133304,-0.20646044552383902,2.252422417168402,-0.6835166199064879,-1.1957337050440238
GmlqP8eI,-0.3305550510439619,-0.6668474724240463,-0.9776647342241791,-0.5225413307610616,-0.3450535098514429
GqkIrOvf,-0.4295787989512294,-0.4995597187683183,-1.0423217155305498,0.46835296565010864,-1.3760170458308103
H0fsegPi,-0.6054509933509737,-0.3845751406800213,-0.11030909388979815,-0.5294191789124234,0.6196717163333396
H4dHpJjU,2.1910779780919936,-0.11623123340384556,1.767600048404331,0.3688388729675971,-0.595163834922193
H5QwJCuU,2.417188664026139,0.9706167905585295,2.018403329579071,0.7024125158692804,-0.3142044338325327
H5uwmSZ0,-0.4403329492160313,-0.30190756822801124,-0.32395498142092727,-0.6046888256899656,0.8424763709838707
H8MtbVoL,-0.337296417404946,-0.5986704916442926,0.1438944022454347,-0.48575915599015573,-0.25829989565498934
H9JrUYnp,-0.4883123615499474,-0.409685974633498,-0.5335793253568841,-0.12142778345226546,0.7341276180938046
HHYmmHVk,-0.3863993270623953,-0.3332251178774408,-0.5893019153447927,-0.7478045047990527,1.450977416102642
HJ5U4uqL,-0.5941450208401196,-0.21934927482950517,-1.4832886920219313,-0.7080345554143896,-0.09967860589843625
HNQxYc4w,-0.18404280252336802,-0.46007686547297855,-0.32422748838441073,-0.4625268438952226,-0.2728227041108262
HQYhKHZ8,-0.44965954549018106,-0.3620921017884706,-0.5945410362271719,-0.4165140707248902,-0.060190557576408565
HSCMx0MC,-0.36774270996822933,-0.22316001328933854,0.2602320202742998,-0.7167478659051376,1.02155579903906
HXYuE0fx,2.123913181707462,-0.5124787729330587,1.7319279944647246,-0.08516285964590864,-0.7699248043794178
HdKcxEWr,0.235790688929296,0.5507841859659726,0.0818949350350362,0.33608152569801675,0.5191730492734727
HecW1iCC,-0.6183042392321343,-0.3183951540798029,-0.4969373823362435,-0.5960020202786218,-0.9277314859353005
HpbKB8rv,-0.6698525307273715,-0.41737081371800233,-1.9256141214600735,1.2643129606673646,-0.3251239807130055
HrkoYjCg,-0.09402745484469532,0.062019577790784375,0.03657407308467775,1.001349921889112,-0.9742714223231879
I5P2uquT,-0.27796525077603773,-0.1893854849916119,-0.13675223372185208,-0.30411031633623864,0.9459083695122494
I94qkDM7,-0.5149743691562665,-0.3735735692519251,-2.1237046756391624,-0.8558368064244242,0.3772083633250638
I9sQbtt8,-0.49596830243074264,-0.2509922825359121,-1.6621624026399946,2.0433930339756152,-0.44136588848313707
IFxgw6ZX,-0.40175554245245193,-0.2863594119892463,-0.4131434301700825,-0.4616804100054033,-0.019606533466816956
IPPPSyoU,-0.4110930169026008,-0.22863501286544707,-0.8620966926450979,-0.1915286857577776,-1.004589751298358
IQOYQubU,1.5049246315848674,-0.0511324822084811,1.5233549577032885,-0.016078637492075387,-0.3948805168061149
IYNE2SxU,-0.3960775942122612,-0.26582012099722707,-0.4872813153729272,-0.1425859582098674,-1.2573924111720949
IZRFk9kN,-0.06959821925640908,-0.04050721201499474,-0.1704339678699558,-0.2475153021080878,0.023964944699496726
Iaq3v0t3,1.20870918705084,0.4182122338386085,2.2778730724121328,-0.8510031779008678,0.5736801089039822
IbVwu1t6,-0.4249818799852849,-0.19178172331364696,-1.088924212982663,-0.09364220212713192,-0.234412482252214
IcHKTLyo,-0.1885976335178614,-0.36074437428148887,0.12220325042652114,0.2541995621201458,-1.1112608379214244
IpW80wVB,-0.26718731150315334,-0.06364705825151251,-0.007315663881870549,-0.22336819575078337,-0.2605339591031175
Itb0PYUV,1.7639680091888974,-0.10629545006147456,1.9147738698518264,0.8579043077158239,-0.590783990506015
J8fpSwS0,-0.6280316044148324,0.015923792787112312,0.7125654399705876,-0.9283198716560328,1.475407690177672
JE1SlbD0,0.7987676779230921,0.055998908360129995,0.7886722741143171,2.147644995581384,-1.302593276940076
JEB4McNb,1.2466615255107851,-0.3792157132295637,1.5257842825128431,-0.03423193628107768,-1.4423090813891868
JEE4QVeQ,-0.22291813522035708,-0.4367788529373451,-0.1941508214465717,-0.5041022596190778,-0.9621603592987533
JJSEU2VQ,-0.4438498524313448,-0.20492665148710731,-0.42681309665978695,-0.6019122261808043,0.9492357949136014
JSsVriP2,-0.3327363273419226,-0.06830580856537782,1.139574880608036,-0.7443279106021983,0.20926513806817226
JUvQNiOK,-0.04638528559273736,-0.04355336203595872,0.17250024967323263,-0.31063556243892165,0.2816589643355023
JZbrRtm2,-0.2532134204220031,0.2997529135525161,1.1735669576391796,-1.1046314276475933,0.47965647865690286
JcE9G92B,-0.19660357874174705,0.05239465480619909,-0.057956318074291246,0.5135599502406585,-0.07777230166302118
JnNYpXHr,0.10916739232386563,0.35584153151805875,0.12272562848236923,1.9991733546027426,-1.2574244541892377
JzpbnOtz,-0.5412201339612923,0.1416509623274811,-0.45461942353223783,-0.7150903225368275,1.1237550651363613
JzzUhPQp,2.4648712340404697,-0.026275177471029032,2.2659375908660717,-0.43174493287945737,-1.2007302212869781
K05R8dQK,-0.2678419442926727,-0.2449376988718308,-0.6493815561782572,0.3489478922398739,-1.2520519841507571
K17pG2mG,-0.31528845297264096,-0.3494105780521517,0.5150471290880727,-0.7561231017164864,0.4124368206546869
K8BellUe,0.19617804826618768,-0.6756673105412796,0.21305826800197103,-0.35200553955776925,-1.7640278473492863
KJ2eH6rr,-0.22499978259195386,-0.5797572258764143,0.4014870229661778,-0.6657182026104529,-1.5756773397329376
KJEJ6Glk,0.8088331732552203,-0.15121749885499813,0.8321436205076065,1.5822583616260708,-1.4043591826240522
KSbO0oXS,0.3102719980571007,0.1901168044703132,-0.21137713323970964,3.26439365020239,-1.7124358448762855
KXtvmd01,-0.3816673233740633,-0.3105408699978165,-0.2619677682337329,-0.49284014149846556,0.2524349208691028
